Name,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Calibration Image,Capture ID,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Group ID,Image Height,Image Width,Image X,Image Y,Intensity,Length,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD),Volume (ESD),Width
hot,73.79614575316045,24.355043001349312,47.13390523383205,9.425271098692333,7.247029940152249,-1.4158676413422429,2546.676819610715,12.639138925559758,1.0867339744339393,1.6822564207193944,33,23,85,80,86,96,75,71,64,39,28,1367.644872317209,13.179873221982286,144.73144693298823,182.20434597262297,-1.529160678167834,1880.5917038301461,23-08-2023 15:07:11,72.1185196070437,2.232818545998692,-4.665575644082745,16.469761299585556,9.622872130858656,39.672557110187086,22,65,5.221101264892698,1.6478817878939107,3,24.47137488208279,8.357066378005298,2880.305240256164,77,51,60,24,18,14.621753737185307,15.281049509168223,14,165.45335416471164,1890.2215108507087,43.43024597329129,112.3054278235884,28.792902522570852,69,16,65,1.8761834049502852,96,72,68,7,37,74,-4.248023357688073,11-07-2023 15:06:13,19-09-2023 10:29:56,234.19151204882345,eb847a80-9824-42a0-9170-1bc75e99d0e9,2137.6453870124046,295.0417096331809,83.77495900124656
marriage,66.74680460410646,19.13879942897472,37.929218207410685,9.438287508195032,7.102000373661637,-1.4041851145954947,731.199205755659,7.347539895436331,1.0796510247500541,1.5381842054191899,74,94,42,91,14,9,35,32,21,65,71,487.2060671978572,8.894991011704574,147.77679571850692,179.7412062631901,-1.3319986438329552,546.7996607593549,30-01-2023 01:45:01,73.74984490763488,2.552626457596939,-4.665575644082745,13.118302868360477,4.42470156021148,31.042671718131427,58,26,5.900424640789902,1.653643258112171,10,18.67907067489901,8.365392931423159,794.1260082344751,58,62,36,24,65,8.370003871299394,9.68810780150205,95,150.63323509116844,669.4687823534839,32.70840873494133,51.96729203059303,21.71094885768057,99,6,62,1.9658252449105469,67,63,14,0,7,46,-3.964226557192351,25-10-2023 11:29:44,14-04-2023 19:23:22,229.72310517926013,64c1ce09-5b77-4932-b503-8c536f939d1b,612.7924372655984,133.88955608322777,65.71452811318782
course,67.71042068223007,60.19012991214797,101.06356057045132,9.425271098692333,7.071994256456682,-1.4158676413422429,386.78257139288075,48.991910515029055,0.8104989367624182,0.9618953442183727,24,0,25,15,69,64,97,53,80,96,97,11685.491468883154,28.511021421333517,149.09019258809082,168.8019681418853,-1.208772372373656,293.764226497607,11-07-2023 06:57:23,74.45340226476189,27.823847632090406,-4.665575644082745,11.886516840466182,45.333799274450314,90.23448751066367,15,87,59.58055780418694,1.6478817878939107,61,16.55018274800497,8.357066378005298,123.70642966907788,61,24,94,50,0,6.072252521337594,7.6324930320799655,79,152.6590847013677,16196.200883563884,81.84602896674481,35.94295847204096,54.13186771441322,1,65,65,2.9369451778133806,60,4,59,32,3,76,10.663133535024663,18-07-2023 11:34:37,25-08-2023 01:36:41,218.3558831711359,29178800-1184-4a73-98a1-514b95657c53,323.51058832296565,91.09148437907619,189.58983464319564
stand,62.912952400235,20.62770778846805,48.81469839774756,9.412254689189634,6.931965709500228,-1.427550168088991,593.4350149441458,8.857957482675443,0.9804897291756619,1.2415649386246517,39,66,59,0,36,74,12,25,17,41,62,593.5859216305493,9.607653333580284,149.52318056707452,178.43719112290214,-0.3954789807422814,445.58729651857345,01-08-2023 17:38:25,74.68534425062794,5.213428282094354,-4.665575644082745,12.686865122549783,5.908451218240867,41.24839041453581,15,52,11.552395128254638,1.6421203176756505,90,17.9334195736011,8.348739824587438,857.9622964214909,1,52,70,47,78,7.565207713190945,8.96812090256741,88,142.57317033187303,816.9673896397021,34.58632470861134,45.94384489111687,22.888820569096833,24,31,43,2.130168618171026,70,81,36,23,80,56,-2.580717154775705,08-05-2023 11:47:52,10-03-2023 10:04:33,232.53326474028862,a3e03a3d-6174-418d-ae70-a46e657f9d0c,497.08176635165273,117.80202759790828,87.07282765086858
community,65.35548727205634,18.38928093508012,43.68575445120712,9.412254689189634,6.9369667290343875,-1.4392326948357395,623.0271621257018,6.587193627030246,1.0229874272789727,1.3432629729542076,48,89,13,37,70,67,74,66,18,68,29,494.8964587839604,8.948440685845254,151.22626661774373,164.6311895582658,-0.444769489326001,467.32800549064797,29-08-2023 19:20:48,75.59764939503438,4.030139009180839,-4.665575644082745,12.786908657810233,3.6777799636524673,36.43973170469915,41,36,9.038898637434983,1.6363588474573905,55,18.106324176800612,8.348739824587438,850.597131803158,6,52,77,20,84,7.751827112172615,9.13507438637834,23,147.70821158981124,680.1317227615626,32.92100299611151,47.275114005276464,21.799289236036792,85,7,17,2.040526778210765,10,85,90,46,39,46,-3.2547345559530454,12-02-2023 14:13:42,17-01-2023 14:58:48,217.4444800702618,c6617e30-922b-4400-a223-e98c5f383801,521.9367535873916,121.35760454575065,77.00937438957565
artist,69.03990168841129,25.104561495243914,53.51082007031833,9.425271098692333,6.996978963444296,-1.427550168088991,1284.4479799040491,13.39948519396584,1.0229874272789727,1.3178384643718186,56,34,56,66,85,48,11,77,87,71,53,1050.0305310586261,11.941622437723238,154.41594472959034,170.7579908523173,-0.8760614394335482,953.2595406093004,11-07-2023 06:59:24,77.30628869091426,4.260400705531577,-4.665575644082745,14.456385152468997,10.369793727417665,45.65125514042,44,56,9.528011468080969,1.6421203176756505,41,20.991669742692537,8.357066378005298,1310.3730022842349,33,64,64,41,1,10.866038332679215,11.921110647473245,5,155.45410715822013,1449.8404514894014,40.46101279228096,73.142109375074,26.746350423985096,73,56,27,2.0554670848708083,11,91,28,66,13,56,-3.124661022392506,13-10-2023 16:40:44,06-01-2023 19:00:16,222.54580575987657,8830973b-cf51-4a16-bab2-d3f126a4da52,1077.4762310869914,190.44363040526125,96.28704435002705
environment,67.64858435636117,52.72533085808957,169.71638692660508,9.425271098692333,6.886956533692797,-1.427550168088991,23152.02262963065,41.419272679687374,0.9521579304401214,1.1144423957127068,63,36,53,94,55,96,56,60,14,51,43,19612.502846561514,34.16777860122197,158.71695865416174,163.9791819881218,0.08510347794898543,17018.892543446487,30-01-2023 01:23:39,79.61024575051698,8.379526606916997,-4.665575644082745,27.52457194586531,37.894863914126105,154.60017659858983,66,24,18.27769654963695,1.6421203176756505,17,43.57733353562929,8.357066378005298,34508.69938233354,20,42,6,23,35,35.243197324659725,33.19724524062872,27,152.52908365686292,27187.221170110206,96.07567151440293,486.0264954981344,63.481224423779814,31,40,88,2.085347698190896,59,97,55,94,61,37,-0.7596876849281546,18-04-2023 15:35:57,19-02-2023 01:51:52,214.82419615524873,c0f53df2-480b-466b-8908-541143db7662,19444.45330310848,1254.333455753713,324.2929073404174
show,66.19543069844215,31.81984205540771,70.65058211951676,9.425271098692333,6.961971826705183,-1.4158676413422429,741.8760229035612,20.211776760901444,0.7680012386591074,1.0890178871303178,70,13,84,60,84,68,6,1,14,65,32,2246.651955598723,15.825632091945861,170.60969514358072,169.52642099760084,-0.6296088965149499,554.6436868429123,11-05-2023 13:43:40,85.98091896230437,9.6011928292223,-4.665575644082745,13.293379055066264,17.06180749118287,61.72069690493744,18,48,20.872711845564268,1.6478817878939107,11,18.981653730498163,8.357066378005298,2165.417568777307,27,53,53,3,81,8.696587819517314,9.740280765192963,39,149.47405911100097,3108.9891174634513,50.16948405238635,54.44978156724308,33.16575125120373,0,14,25,2.5036762846721166,50,93,12,36,96,34,-0.038370817001527335,08-08-2023 23:18:20,30-04-2023 06:37:06,219.97615535046765,caed4ad8-926e-4043-b83f-4d840ddf0b87,621.7600918362957,135.099035126961,129.9168122105502
main,73.5900246669308,20.62770778846805,40.497297032963985,9.425271098692333,7.212022803413136,-1.427550168088991,1548.11733625207,8.857957482675443,1.0867339744339393,1.7246306016900426,18,71,14,62,43,68,3,10,72,58,38,828.9200854329521,10.917170350026904,171.5045369668137,182.4941271149092,-1.529160678167834,1146.971700326773,16-07-2023 04:15:56,86.4602657330942,2.232818545998692,-4.665575644082745,14.962855549725028,5.908451218240867,33.45038268958269,32,13,5.221101264892698,1.6421203176756505,46,21.866999296390084,8.357066378005298,1812.9105810048209,79,91,83,5,12,11.810799040023916,12.766312659266081,99,165.02001734969576,1143.264709680533,37.61224969260039,82.11726385373188,25.053159838824218,48,67,79,1.8761834049502852,25,72,21,90,36,66,-4.318972557812003,07-03-2023 22:21:28,07-05-2023 06:48:30,236.79913758743547,42ce395a-7c53-4233-b693-6127a61ff89c,1298.9369600526202,214.41463072985414,70.75333171518541
human,68.8028624392472,37.04621425607817,93.12848554767427,9.425271098692333,6.971973865773501,-1.427550168088991,9270.510171847043,25.513650740597917,1.0371533266467432,1.309363628177689,14,69,73,46,40,9,29,59,81,12,61,6518.0275115552795,23.210595402382914,171.99525667632858,163.03739327569158,-0.7035446593905293,6820.446293996864,16-09-2023 13:11:56,86.72313331707572,4.317966129619261,-4.665575644082745,21.990913901771656,22.270071596918676,82.79493113820189,68,38,9.650289675742465,1.6421203176756505,98,34.013547671156076,8.357066378005298,11077.981396695332,96,97,40,5,40,24.920811818486165,24.14001874388573,66,154.9557698209519,9031.369337475984,68.53054174211852,265.55414453881167,45.37144686075476,82,17,21,1.995705858230634,59,3,32,65,12,2,-3.089186422330541,12-09-2023 00:34:14,13-03-2023 17:20:07,213.68494227915613,c86adf6c-b885-426e-9308-6d2122dbf9f7,7785.116356919991,685.5285763189657,174.02049767073123
ready,68.92653509098498,42.27258645674864,85.29440238882349,9.425271098692333,7.091998334593319,-1.427550168088991,10025.928850398099,30.815524720294405,1.0442362763306283,1.411061662507245,66,69,15,32,37,64,78,40,46,2,6,7533.702670843021,24.43102962859507,176.35400233143116,167.6324942462302,-1.2827081352492355,7375.436019537425,11-11-2023 10:39:16,89.05801597479392,3.416107818912206,-4.665575644082745,22.372329879952122,27.478335702654487,75.45006002866236,24,42,7.734597755712352,1.6421203176756505,82,34.67274647085423,8.357066378005298,9515.180971591451,41,72,14,9,61,25.63229827710377,24.818267271867633,22,155.2157719099614,10439.631007404634,71.8115798395118,278.6322267791417,47.38855216655511,1,99,62,2.0255864715507212,11,70,18,71,92,82,-3.574005956510733,05-12-2023 20:46:09,27-05-2023 18:58:21,218.4824669351462,9b24435c-526e-421e-aa84-60feb13dc372,8419.606361914553,721.798375594292,158.6493158960982
similar,56.92513484526369,56.452666070970835,122.81287983742659,9.425271098692333,7.036987119717569,-1.4158676413422429,24529.886201769612,45.200454122571685,1.0017385782273174,1.309363628177689,78,94,64,82,19,35,58,66,0,58,73,21602.00013737129,35.334763153293444,179.0529607337629,166.55616428916713,-1.073223473768427,18031.179037606897,10-05-2023 06:48:24,90.50378768669228,4.349946920779086,-4.665575644082745,27.605857318264427,41.6092848267439,110.62563520427483,58,53,9.718222013332186,1.6478817878939107,16,43.7178185257289,8.357066378005298,22208.728624873715,90,21,63,63,73,35.39482558633234,33.865059175872446,35,129.98473585566163,29945.71413063418,98.87482928647712,489.80206200222636,65.40998935122394,27,99,65,2.100288004850939,61,87,29,18,61,38,-3.0773615556432192,12-06-2023 11:12:33,09-11-2023 06:31:17,216.35585969977328,d259d8f6-c16f-4f0e-9118-390379a74ebf,20601.746191927603,1303.2663548965597,232.26397189045042
owner,67.63827830204968,50.48690400470164,72.30973416973377,9.425271098692333,7.142008529934909,-1.4158676413422429,327.487445017853,39.148508824042175,1.0017385782273174,1.0127443613831508,27,17,67,81,76,63,39,70,68,60,71,6446.125856482778,23.112604333125006,179.67357683697284,176.81234686079725,-1.4552249152922545,250.20138267715814,05-08-2023 19:45:33,90.8362378664336,15.268189022743234,-4.665575644082745,11.605144397546166,35.66419265953772,63.27624051008854,17,30,32.91032206646272,1.6478817878939107,19,16.063888551506334,8.357066378005298,98.00856816907287,99,81,98,69,66,5.547385461701651,7.162936358861723,49,152.50741681611214,8931.675706183432,68.11243969515047,32.76755427351276,45.20948950043502,67,88,6,2.8771839511732065,26,57,79,9,6,97,3.2844167221358873,07-01-2023 13:08:08,08-04-2023 03:41:13,229.65981329725497,ff775c5c-d01d-4286-a32b-dd737f9d6818,273.7075240116536,82.6105590362719,133.1722190320655
herself,69.1893394759278,21.377226282362653,43.81560113339802,9.425271098692333,7.192018725276499,-1.4158676413422429,1483.9086573487689,9.618303751081529,1.0867339744339393,1.5805583863898383,23,85,87,82,53,91,54,79,87,66,22,888.5439952756656,11.211143557800634,180.09213188332376,180.434611139375,-1.529160678167834,1099.798975990362,03-03-2023 21:22:51,91.06044845277079,2.232818545998692,-4.665575644082745,14.844053851603242,6.655372814799879,36.561469899884884,89,13,5.221101264892698,1.6478817878939107,97,21.66167508009066,8.357066378005298,1674.7955138055884,34,91,28,50,74,11.589188503733183,12.568055397240602,20,155.76827634910666,1225.9349079963583,38.59726976935561,79.97850363754105,25.539031919783426,91,19,53,1.921004324930416,2,74,11,74,12,61,-4.058825490690925,28-02-2023 22:48:05,06-10-2023 17:10:45,233.9510028972039,e3a2a1c1-e872-43a6-8a82-e92f2b60c68a,1245.006912841991,208.70239235463197,77.26414535821597
appear,65.14421315867094,20.62770778846805,41.42786492199875,9.425271098692333,7.021984061115091,-1.4041851145954947,653.2104133708093,8.857957482675443,1.0371533266467432,1.4025868263131154,1,94,85,40,82,28,82,58,15,50,88,545.4800678791803,9.295863567759662,180.56841866020582,178.4268417963919,-1.0116103380387775,489.50298580298863,29-08-2023 20:01:16,91.31558463722344,3.492861717695785,-4.665575644082745,12.880699472116905,5.908451218240867,34.32283975508048,38,12,7.897635365927681,1.653643258112171,75,18.26842224230016,8.357066378005298,703.1334101081804,75,72,11,35,95,7.92678279871793,9.291593277451089,90,147.26404135441996,750.2672943210827,33.65799643483484,48.606383119436046,22.373501695352218,96,76,20,2.070407391530852,2,11,51,99,57,76,-3.5385313564487677,17-01-2023 07:23:26,04-07-2023 16:08:24,229.3686706400313,ff006c8b-27a8-4183-9573-c0f7daa51d79,547.2882199689132,124.91318149359299,72.57919032377441
increase,71.16294887657668,23.615653135750584,46.693869255296235,9.425271098692333,7.232026881549772,-1.4158676413422429,2599.3835986107397,11.889067606726728,1.0867339744339393,1.7076809293017834,52,43,34,67,61,93,75,74,79,56,20,1342.3589115322025,13.090790431747822,182.6467609593276,184.00512878540164,-1.529160678167834,1919.3142316705453,31-01-2023 09:19:45,92.42890616938045,2.232818545998692,-4.665575644082745,16.53228850912334,8.88604406938828,39.25999989316875,92,85,5.221101264892698,1.6478817878939107,98,24.57944025908249,8.357066378005298,3041.4492083115297,28,57,24,33,63,14.738390861548849,15.385395436550056,28,159.9174763528837,1855.1618276092527,43.3593812195679,113.77309746173975,28.64566855864382,22,75,74,1.8612430982902417,0,41,8,92,77,89,-4.29532282443736,31-01-2023 00:26:29,17-02-2023 22:13:32,236.74850408183136,db93970b-38d9-4bb9-9e93-3bbb95d92780,2181.914777511349,298.9615874978104,82.91156849640988
fast,64.35064697668679,23.615653135750584,35.23129269966648,9.412254689189634,7.112002412729955,-1.4392326948357395,115.87219026635198,11.889067606726728,0.9734067794917768,1.2246152662363925,28,86,39,65,73,50,14,67,12,43,17,435.6290184600556,8.51193501369638,184.17665181840334,169.07105063115108,-1.356643898124815,94.73224286187377,13-02-2023 18:50:13,93.24843451944048,5.430897661981161,-4.665575644082745,10.192029461992306,8.88604406938828,28.513222551494422,96,27,12.014335023864735,1.6363588474573905,54,13.621611031313172,8.348739824587438,90.58506561316905,4,64,88,91,51,2.9113864510855754,4.8047184000323275,24,145.5956946166088,597.9557792822819,31.716302182813763,19.345742712723485,21.07784281279433,89,44,52,2.5335568979922036,43,14,50,39,84,53,-2.4624684879024876,23-03-2023 01:48:52,05-07-2023 23:49:40,223.07745756871978,cc894970-78fb-46b1-9bbc-7aa1375918e2,95.9679898215005,46.763348824418685,60.420953542549924
even,65.5513023039745,43.02210495064324,111.53064589595085,9.425271098692333,6.9819759048418195,-1.4158676413422429,13871.06078380177,31.575870988700487,1.0584021756983986,1.3686874815365968,21,34,9,25,2,60,71,58,34,61,98,12603.301135851387,29.2771334173499,195.72299792463534,160.6984454843814,-0.7774804222661089,10200.371087968779,12-05-2023 10:29:00,99.43355414253504,3.761500363438312,-4.665575644082745,26.974332501932835,28.2252572992135,100.04793868924735,7,0,8.468267001681332,1.6478817878939107,94,42.62635821803196,8.357066378005298,26064.253749969244,26,38,85,94,33,34.216790630260554,27.792126202249836,48,148.11988156407634,17468.769344515258,83.63182076057441,461.25616034123055,55.398079804185706,26,92,85,2.100288004850939,63,75,98,48,86,16,-3.3966329562009063,24-10-2023 17:24:45,13-03-2023 12:56:12,208.17854854470838,d7f8cd70-0a7d-4d9e-907c-c8b8e5758fd7,11649.203205230046,894.0252770145737,210.12720550414645
article,68.84408665649313,19.878189294573453,35.8011753603932,9.438287508195032,7.252030959686408,-1.3925025878487463,944.513884689871,8.09761121426936,1.0867339744339393,1.7246306016900426,44,55,57,23,93,37,22,41,39,76,92,526.458620605042,9.162239382407964,195.79516258779933,181.55233840247897,-1.529160678167834,703.5173306779044,14-07-2023 05:32:44,99.4722111401794,2.232818545998692,-4.665575644082745,13.693553196108065,5.161529621681856,29.047517963698493,84,62,5.221101264892698,1.659404728330431,99,19.673272143296227,8.365392931423159,1010.4868342007488,83,0,24,52,71,9.443065415443991,10.648090333414899,40,155.04243718395506,723.8935321415266,33.360364469196575,60.60962923071101,22.152650749461667,19,24,38,1.8911237116103288,35,90,98,35,78,23,-4.318972557812003,04-05-2023 22:05:05,24-02-2023 20:40:53,230.68514178573835,3b69aa12-6b19-40a2-9d4a-b6bcf9fbfa74,791.9593489998763,156.97166217086007,61.53911501602691
among,69.78709062599378,28.84202533642105,74.97880485921333,9.412254689189634,6.9169626508977515,-1.4392326948357395,1620.7246187250012,17.190941586423207,0.9379920310723511,1.1398669042950957,41,50,90,51,45,44,1,99,48,11,63,1749.7977277679836,14.435940564288227,196.12712003835347,158.38019634609162,-0.25993008213705227,1200.3146966227994,09-06-2023 21:18:56,99.65003332934336,7.516045245601731,-4.665575644082745,15.08790996880059,14.094308175124091,65.77863674446205,86,66,16.443523434714503,1.6363588474573905,73,22.083130050389478,8.348739824587438,2034.536405836873,4,78,18,1,28,12.044073288751001,12.975004514029743,60,157.02495311265272,2420.087003241515,46.79632177515265,84.49608899214819,30.86890141394202,10,73,54,2.174989538151157,40,55,57,89,25,7,-1.256332085795668,15-07-2023 04:29:11,03-10-2023 10:03:24,210.12793851046692,4ada8b9d-e841-4230-a0b1-cb129bb70f16,1359.921148459577,220.7680387186216,138.40917783189443
industry,66.51491838209812,44.511013310136576,84.16185077193622,9.438287508195032,7.061992217388364,-1.3925025878487463,4705.721355737194,33.086288575939605,1.0088215279112025,1.233090102430522,11,41,47,23,82,73,38,54,92,63,9,5862.935879949084,22.346492337108614,197.16629118791434,173.96628207048616,-1.1841271180817963,3466.7949161110528,12-10-2023 18:16:08,100.20669409542187,5.3221629720377575,-4.665575644082745,18.70823540103813,29.709006957242888,74.3882324373201,74,41,11.783365076059685,1.659404728330431,29,28.34011537867196,8.365392931423159,3086.3110823035936,51,73,53,4,68,18.797362789400147,19.016633709437798,32,150.1457311742756,8123.066691058036,66.2770425737145,166.41278768064012,43.94327741066254,28,43,99,2.219810458131288,23,25,79,11,67,21,-2.521592821339097,30-11-2023 14:49:37,22-02-2023 02:54:46,221.87491181062202,5a53f93e-0688-46b2-98cd-b35d258fe01d,3951.066496929782,439.5525973042981,156.42714689184643
building,66.11813529110603,39.28464110946611,87.55229191803187,9.425271098692333,7.061992217388364,-1.427550168088991,13016.755321285713,27.784414596243124,1.0584021756983986,1.4534358434778933,57,10,26,39,73,17,15,87,64,37,50,7839.804799772864,24.77845251050948,198.43638925959988,170.07493530264261,-1.196449745227726,9572.731386129526,05-09-2023 18:20:38,100.88705725396227,3.1154883820098536,-4.665575644082745,23.604115907846417,24.500742851507074,77.56695197828104,49,14,7.0960337823689805,1.6421203176756505,56,36.801634397748266,8.357066378005298,14032.229139772806,54,58,42,10,69,27.93004962706557,27.18691982343521,51,149.31155780537,10864.05006630704,72.42101672153301,322.82599655247225,47.96276462587054,46,18,66,1.9359446315904596,40,63,12,81,52,60,-3.727729223445916,18-01-2023 13:40:42,02-01-2023 15:48:09,222.0394707038354,dfad3c95-b161-4598-9087-eac2a7af7dcb,10931.656376472276,857.3037446024315,163.07949996189944
several,70.67341129678127,22.11661614796138,36.42155395308305,9.425271098692333,7.337048291767113,-1.4041851145954947,768.8205164671252,10.368375069914558,1.0867339744339393,1.614457731166357,9,56,85,27,56,51,83,23,59,3,98,553.7723670134359,9.34931324190034,205.7683190370572,175.92230478091813,-1.529160678167834,574.439222103378,29-05-2023 20:39:41,104.81460821462731,2.232818545998692,-4.665575644082745,13.230851845528482,7.392200876270255,29.629156007363687,28,28,5.221101264892698,1.653643258112171,36,18.873588353498466,8.357066378005298,590.8912182216659,19,41,57,22,63,8.579950695153771,9.875930470789346,86,158.88830141722102,761.7647961744746,33.85641774526036,53.549538108897465,22.461842073708436,52,42,45,1.995705858230634,45,89,1,9,1,82,-4.129774690814855,09-07-2023 08:24:49,04-08-2023 17:22:50,226.12812628136783,cb08a170-fe3a-4460-8607-b7dce78fcb91,644.3912662315504,138.11544671795843,62.756354088419585
put,43.249000773926504,316.9407285842325,1167.1408898805473,9.425271098692333,6.876954494624479,-1.4158676413422429,7843849.515519017,309.4516072424053,0.8954943329690401,1.080543050936188,32,28,85,63,43,49,66,33,60,47,47,7381498.324107567,255.9215683318728,206.6631608602902,122.38523874353905,0.24529763084607414,5762715.786667945,18-11-2023 19:52:07,105.29395498541714,9.767492943253389,-4.665575644082745,152.328882183277,301.19482023626637,1089.7388861509035,77,72,21.225960001030813,1.6478817878939107,74,259.27582602702535,8.357066378005298,13065341.018203916,69,30,80,6,31,268.0508975542918,238.74828759009887,55,101.23283817935786,10234645.310175087,650.1600944022717,23290.901029953126,429.9907308273428,51,65,86,2.115228311510983,64,26,15,55,33,62,0.05622811649704751,14-01-2023 03:55:24,29-08-2023 17:17:55,162.57041837180014,fc43a5ce-c06a-4dbb-b889-bd33c7a997ea,6588191.735064929,60544.657391738605,2281.3302568937906
this,43.83644586968099,316.9407285842325,1134.2031148314563,9.425271098692333,6.881955514158638,-1.4158676413422429,7921603.122374581,309.4516072424053,0.8954943329690401,1.0974927233244474,56,4,2,18,48,63,93,21,33,2,44,7428660.9361371165,256.4649733523031,206.73532552345412,123.65820590429635,0.1467166136786351,5819839.675914803,23-03-2023 13:40:49,105.33261198306148,9.185442544144578,-4.665575644082745,152.72905632431878,301.19482023626637,1058.857963972121,64,58,19.989591456897905,1.6478817878939107,72,259.9674444398234,8.357066378005298,13151636.508117715,65,46,46,85,3,268.79737515021844,239.5308820454626,22,102.4678481021531,10300037.574786056,651.4852652968993,23418.855633499315,430.88885800729776,69,60,33,2.115228311510983,5,87,87,39,7,8,-0.28669301743528397,10-03-2023 14:35:04,14-01-2023 11:02:32,164.10208191632466,7e6ce9f6-8c76-483b-8eb7-6337f6ba93d7,6653498.415721485,60944.04777283067,2216.703354515361
teach,42.45028156478661,316.9407285842325,1259.3897438726137,9.425271098692333,6.856950416487843,-1.4158676413422429,7739928.125839396,309.4516072424053,0.8884113832851549,1.055118542353799,36,71,92,5,32,20,7,65,40,27,48,7408199.217600452,256.22444981867005,206.79305725398527,122.07475894823239,0.5287180552024622,5686366.994701731,27-08-2023 03:13:45,105.36353758117694,11.468871032956063,-4.665575644082745,151.4972702964245,301.19482023626637,1176.2271105973048,88,53,24.839960360803943,1.6478817878939107,47,257.83855651292936,8.357066378005298,12916495.9999921,32,12,65,56,20,266.49962380025664,237.68395913080417,16,99.5536580211713,10271666.836708479,650.8758284148781,23024.79451968712,430.4913263046948,86,91,45,2.130168618171026,71,32,33,15,83,88,1.049516918232075,10-03-2023 13:33:10,26-11-2023 14:27:11,162.1653503269672,436803e4-5453-4828-91dd-074b5e88f0b8,6500906.253610676,60008.77074314475,2462.330876170041
yet,50.72089014975127,107.2072224615904,227.87327313899465,9.425271098692333,7.091998334593319,-1.427550168088991,234773.32388311508,96.68822643315127,1.0371533266467432,1.385637153924856,2,27,84,64,38,77,56,7,46,65,51,164206.68444726404,70.90552129391486,207.83222840354614,141.9558151743691,-1.2950307623951656,172492.47459264897,02-05-2023 11:40:01,105.92019834725545,3.6399733570309785,-4.665575644082745,51.57253673409604,92.18798915589534,209.12536157566876,53,41,8.210124118840394,1.6421203176756505,64,85.13927752971293,8.357066378005298,234894.2936931461,99,35,64,38,49,80.10183535487842,73.27651594799025,42,116.94129772368359,227671.0488791271,187.75340340636166,2224.2874931443375,124.20051114728818,91,39,47,1.995705858230634,4,53,76,63,24,67,-3.4675821563248372,01-04-2023 03:57:49,19-03-2023 14:57:28,187.634003645838,e64e7e7f-01f9-4462-9184-76efd730ac63,197189.0660611903,5844.248138574744,438.40199340587935
item,67.37032088995115,66.15589197841716,153.01666085594246,9.425271098692333,6.986976924375978,-1.427550168088991,20561.16426041168,55.043855813558565,0.9238261317045807,1.1398669042950957,32,99,96,58,82,59,61,97,25,88,96,25292.33037766961,37.32130937552199,208.669338496248,168.38799508147642,-0.8021256765579688,15115.44506978156,13-11-2023 21:36:55,106.36861951992982,7.356141289802607,-4.665575644082745,26.65544373329015,51.27889144165651,138.9432920510907,7,76,16.1038617467659,1.6421203176756505,11,42.0752247953335,8.357066378005298,20679.67669665463,95,22,91,7,37,33.621941296006476,31.86161737014127,96,151.9440789565915,35062.45896707889,103.9770915545617,447.0104896155311,68.69330674679676,16,34,69,2.219810458131288,4,80,52,43,40,18,-1.3509310192942428,13-03-2023 10:56:09,08-10-2023 17:19:47,219.62172081123882,e9022c29-9008-45d3-9b25-0dc450c07039,17268.343833881412,1159.5860733157172,291.5265299847309
billion,64.48462568273605,22.11661614796138,47.7542838265219,9.425271098692333,6.9569708071710235,-1.427550168088991,366.56188655221706,10.368375069914558,0.9521579304401214,1.1822410852657441,11,82,49,32,94,60,9,94,43,62,68,500.06234492538533,8.984073801939038,211.78685194493062,167.68424087878134,-0.5926410150771602,278.90852773266886,05-04-2023 18:19:11,108.03860181816535,6.2560020739046385,-4.665575644082745,11.79272602615951,7.392200876270255,40.25419515385228,90,77,13.76698933367952,1.6421203176756505,66,16.388084682505422,8.357066378005298,449.7571627531368,68,68,70,59,53,5.897296834792279,7.475974141007217,87,145.8773635463691,687.2943666223084,33.10525135579235,34.879034384905225,21.858182821607603,1,58,20,2.249691071451375,43,96,14,24,45,58,-1.9894738204096174,10-06-2023 03:32:39,27-07-2023 19:17:47,219.09006900239558,fae71643-a88f-47cc-8417-0c7cc12d1757,306.5268642109876,88.2499372281366,84.99219807363923
